{'rearcamera': '3', 'price': '15299', 'talktime': '22', 'operatingsystem': 'windows', 'frontcamera': '20', 'model': 'lumia4004', 'thickness': '18', 'type': 'basic', 'company': 'Nokia', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '12118', 'talktime': '24', 'operatingsystem': 'symbian', 'frontcamera': '12', 'model': 'blackberry1618', 'thickness': '16', 'type': 'smartphone', 'company': 'Nokia', 'GPS': 'yes'}
{'rearcamera': '1', 'price': '33128', 'talktime': '21', 'operatingsystem': 'symbian', 'frontcamera': '18', 'model': 'blackberry3739', 'thickness': '26', 'type': 'basic', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '3', 'price': '31849', 'talktime': '21', 'operatingsystem': 's40', 'frontcamera': '6', 'model': 'blackberry2569', 'thickness': '18', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '39060', 'talktime': '19', 'operatingsystem': 'android', 'frontcamera': '1', 'model': 'N426', 'thickness': '18', 'type': 'basic', 'company': 'Nokia', 'GPS': 'no'}
{'rearcamera': '3', 'price': '8008', 'talktime': '11', 'operatingsystem': 'windows', 'frontcamera': '6', 'model': 'hero1500', 'thickness': '22', 'type': 'smartphone', 'company': 'Nokia', 'GPS': 'no'}
{'rearcamera': '5', 'price': '7336', 'talktime': '28', 'operatingsystem': 's40', 'frontcamera': '8', 'model': 'blackberry2618', 'thickness': '21', 'type': 'basic', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '0', 'price': '13673', 'talktime': '5', 'operatingsystem': 'blackberry', 'frontcamera': '5', 'model': 'N1510', 'thickness': '27', 'type': 'basic', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '1', 'price': '10514', 'talktime': '21', 'operatingsystem': 's40', 'frontcamera': '11', 'model': 'hero1823', 'thickness': '11', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '2860', 'talktime': '11', 'operatingsystem': 'windows', 'frontcamera': '8', 'model': 'blackberry3043', 'thickness': '17', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '1', 'price': '19115', 'talktime': '18', 'operatingsystem': 'symbian', 'frontcamera': '7', 'model': 'blackberry1550', 'thickness': '16', 'type': 'basic', 'company': 'Nokia', 'GPS': 'no'}
{'rearcamera': '5', 'price': '35380', 'talktime': '8', 'operatingsystem': 'bada', 'frontcamera': '5', 'model': 'lumia279', 'thickness': '16', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '2', 'price': '9274', 'talktime': '8', 'operatingsystem': 's40', 'frontcamera': '8', 'model': 'hero624', 'thickness': '24', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '33429', 'talktime': '27', 'operatingsystem': 'android', 'frontcamera': '3', 'model': 'lumia2929', 'thickness': '15', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '2', 'price': '15132', 'talktime': '14', 'operatingsystem': 's40', 'frontcamera': '17', 'model': 'lumia2066', 'thickness': '28', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '1', 'price': '18816', 'talktime': '20', 'operatingsystem': 'windows', 'frontcamera': '7', 'model': 'hero1335', 'thickness': '13', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '0', 'price': '8521', 'talktime': '9', 'operatingsystem': 'blackberry', 'frontcamera': '17', 'model': 'hero542', 'thickness': '12', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '3', 'price': '26495', 'talktime': '17', 'operatingsystem': 'blackberry', 'frontcamera': '12', 'model': 'hero3117', 'thickness': '15', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '1', 'price': '32274', 'talktime': '15', 'operatingsystem': 'symbian', 'frontcamera': '13', 'model': 'hero1261', 'thickness': '20', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '19873', 'talktime': '27', 'operatingsystem': 'symbian', 'frontcamera': '17', 'model': 'lumia1453', 'thickness': '22', 'type': 'basic', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '3', 'price': '1895', 'talktime': '5', 'operatingsystem': 'windows', 'frontcamera': '2', 'model': 'lumia1727', 'thickness': '26', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '1', 'price': '16047', 'talktime': '24', 'operatingsystem': 'symbian', 'frontcamera': '2', 'model': 'N2195', 'thickness': '17', 'type': 'basic', 'company': 'Nokia', 'GPS': 'yes'}
{'rearcamera': '2', 'price': '29858', 'talktime': '5', 'operatingsystem': 'windows', 'frontcamera': '16', 'model': 'N4272', 'thickness': '14', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '2', 'price': '37434', 'talktime': '12', 'operatingsystem': 'symbian', 'frontcamera': '11', 'model': 'lumia364', 'thickness': '21', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '25580', 'talktime': '17', 'operatingsystem': 'symbian', 'frontcamera': '17', 'model': 'lumia1793', 'thickness': '11', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '4', 'price': '35829', 'talktime': '19', 'operatingsystem': 'android', 'frontcamera': '19', 'model': 'hero2349', 'thickness': '11', 'type': 'basic', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '0', 'price': '22286', 'talktime': '26', 'operatingsystem': 'android', 'frontcamera': '19', 'model': 'hero4274', 'thickness': '16', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '14179', 'talktime': '11', 'operatingsystem': 's40', 'frontcamera': '12', 'model': 'lumia1707', 'thickness': '16', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '1', 'price': '34734', 'talktime': '22', 'operatingsystem': 'blackberry', 'frontcamera': '20', 'model': 'hero4446', 'thickness': '16', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '1', 'price': '25229', 'talktime': '11', 'operatingsystem': 'blackberry', 'frontcamera': '2', 'model': 'hero4443', 'thickness': '12', 'type': 'basic', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '5', 'price': '3493', 'talktime': '7', 'operatingsystem': 'blackberry', 'frontcamera': '15', 'model': 'hero437', 'thickness': '15', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '4', 'price': '10555', 'talktime': '5', 'operatingsystem': 'bada', 'frontcamera': '7', 'model': 'hero3791', 'thickness': '23', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '1', 'price': '2947', 'talktime': '12', 'operatingsystem': 'windows', 'frontcamera': '5', 'model': 'hero2956', 'thickness': '11', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '28739', 'talktime': '27', 'operatingsystem': 'symbian', 'frontcamera': '16', 'model': 'hero2128', 'thickness': '23', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '4', 'price': '18300', 'talktime': '23', 'operatingsystem': 's40', 'frontcamera': '6', 'model': 'hero4018', 'thickness': '22', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '5750', 'talktime': '9', 'operatingsystem': 's40', 'frontcamera': '5', 'model': 'lumia3646', 'thickness': '16', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '24776', 'talktime': '10', 'operatingsystem': 'symbian', 'frontcamera': '8', 'model': 'hero1904', 'thickness': '26', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '17498', 'talktime': '30', 'operatingsystem': 'android', 'frontcamera': '13', 'model': 'hero437', 'thickness': '16', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '3', 'price': '21134', 'talktime': '24', 'operatingsystem': 's40', 'frontcamera': '14', 'model': 'hero4294', 'thickness': '24', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '0', 'price': '23097', 'talktime': '22', 'operatingsystem': 'bada', 'frontcamera': '9', 'model': 'lumia212', 'thickness': '27', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '0', 'price': '21129', 'talktime': '25', 'operatingsystem': 'symbian', 'frontcamera': '20', 'model': 'hero1292', 'thickness': '12', 'type': 'basic', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '4150', 'talktime': '8', 'operatingsystem': 's40', 'frontcamera': '2', 'model': 'hero2859', 'thickness': '17', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '5', 'price': '24950', 'talktime': '11', 'operatingsystem': 'bada', 'frontcamera': '3', 'model': 'hero1641', 'thickness': '25', 'type': 'basic', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '4', 'price': '19636', 'talktime': '12', 'operatingsystem': 'windows', 'frontcamera': '12', 'model': 'N3917', 'thickness': '19', 'type': 'basic', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '2', 'price': '30407', 'talktime': '6', 'operatingsystem': 'bada', 'frontcamera': '8', 'model': 'hero1935', 'thickness': '28', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '3', 'price': '28041', 'talktime': '15', 'operatingsystem': 'blackberry', 'frontcamera': '6', 'model': 'lumia277', 'thickness': '24', 'type': 'basic', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '4', 'price': '25261', 'talktime': '12', 'operatingsystem': 's40', 'frontcamera': '12', 'model': 'N3021', 'thickness': '14', 'type': 'smartphone', 'company': 'Nokia', 'GPS': 'no'}
{'rearcamera': '5', 'price': '7311', 'talktime': '16', 'operatingsystem': 'windows', 'frontcamera': '3', 'model': 'lumia1488', 'thickness': '28', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '0', 'price': '3200', 'talktime': '20', 'operatingsystem': 'windows', 'frontcamera': '13', 'model': 'lumia670', 'thickness': '29', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '1', 'price': '33514', 'talktime': '15', 'operatingsystem': 'bada', 'frontcamera': '20', 'model': 'hero3213', 'thickness': '18', 'type': 'basic', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '1', 'price': '11352', 'talktime': '6', 'operatingsystem': 'bada', 'frontcamera': '16', 'model': 'N1011', 'thickness': '20', 'type': 'basic', 'company': 'Nokia', 'GPS': 'yes'}
{'rearcamera': '0', 'price': '27370', 'talktime': '30', 'operatingsystem': 'blackberry', 'frontcamera': '13', 'model': 'hero4209', 'thickness': '11', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '0', 'price': '19299', 'talktime': '23', 'operatingsystem': 'symbian', 'frontcamera': '19', 'model': 'N1933', 'thickness': '19', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '3', 'price': '25539', 'talktime': '12', 'operatingsystem': 'android', 'frontcamera': '6', 'model': 'hero414', 'thickness': '12', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '2', 'price': '18290', 'talktime': '5', 'operatingsystem': 'bada', 'frontcamera': '17', 'model': 'N965', 'thickness': '17', 'type': 'basic', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '0', 'price': '12760', 'talktime': '12', 'operatingsystem': 's40', 'frontcamera': '4', 'model': 'N3031', 'thickness': '22', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '0', 'price': '23702', 'talktime': '14', 'operatingsystem': 'android', 'frontcamera': '20', 'model': 'hero1171', 'thickness': '17', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '4', 'price': '1671', 'talktime': '11', 'operatingsystem': 'bada', 'frontcamera': '7', 'model': 'blackberry2915', 'thickness': '16', 'type': 'basic', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '0', 'price': '14902', 'talktime': '24', 'operatingsystem': 'symbian', 'frontcamera': '2', 'model': 'N2767', 'thickness': '11', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '1', 'price': '26414', 'talktime': '28', 'operatingsystem': 'symbian', 'frontcamera': '19', 'model': 'blackberry2591', 'thickness': '17', 'type': 'basic', 'company': 'Nokia', 'GPS': 'no'}
{'rearcamera': '0', 'price': '19221', 'talktime': '7', 'operatingsystem': 'windows', 'frontcamera': '13', 'model': 'blackberry3771', 'thickness': '15', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '5', 'price': '24492', 'talktime': '8', 'operatingsystem': 'android', 'frontcamera': '9', 'model': 'hero2947', 'thickness': '21', 'type': 'basic', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '5926', 'talktime': '24', 'operatingsystem': 'symbian', 'frontcamera': '11', 'model': 'blackberry1158', 'thickness': '24', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '5', 'price': '25536', 'talktime': '14', 'operatingsystem': 's40', 'frontcamera': '14', 'model': 'N3035', 'thickness': '22', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '5503', 'talktime': '12', 'operatingsystem': 'blackberry', 'frontcamera': '6', 'model': 'lumia4121', 'thickness': '23', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '4', 'price': '30601', 'talktime': '19', 'operatingsystem': 'windows', 'frontcamera': '19', 'model': 'blackberry3016', 'thickness': '20', 'type': 'smartphone', 'company': 'Nokia', 'GPS': 'yes'}
{'rearcamera': '4', 'price': '23918', 'talktime': '25', 'operatingsystem': 'symbian', 'frontcamera': '3', 'model': 'hero1874', 'thickness': '17', 'type': 'smartphone', 'company': 'Nokia', 'GPS': 'no'}
{'rearcamera': '2', 'price': '27317', 'talktime': '17', 'operatingsystem': 'symbian', 'frontcamera': '2', 'model': 'N3184', 'thickness': '10', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '1', 'price': '36035', 'talktime': '5', 'operatingsystem': 's40', 'frontcamera': '20', 'model': 'lumia3974', 'thickness': '21', 'type': 'basic', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '1', 'price': '34394', 'talktime': '24', 'operatingsystem': 's40', 'frontcamera': '8', 'model': 'N4073', 'thickness': '17', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '4', 'price': '16957', 'talktime': '26', 'operatingsystem': 's40', 'frontcamera': '11', 'model': 'hero4407', 'thickness': '20', 'type': 'basic', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '0', 'price': '10705', 'talktime': '30', 'operatingsystem': 'bada', 'frontcamera': '11', 'model': 'hero391', 'thickness': '18', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '0', 'price': '10497', 'talktime': '8', 'operatingsystem': 'symbian', 'frontcamera': '12', 'model': 'N2734', 'thickness': '29', 'type': 'basic', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '1', 'price': '11904', 'talktime': '19', 'operatingsystem': 'symbian', 'frontcamera': '5', 'model': 'hero3493', 'thickness': '29', 'type': 'basic', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '2', 'price': '10410', 'talktime': '20', 'operatingsystem': 'symbian', 'frontcamera': '8', 'model': 'blackberry1853', 'thickness': '16', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '4', 'price': '5881', 'talktime': '5', 'operatingsystem': 'symbian', 'frontcamera': '9', 'model': 'blackberry4472', 'thickness': '23', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '7943', 'talktime': '22', 'operatingsystem': 'blackberry', 'frontcamera': '20', 'model': 'N1741', 'thickness': '16', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '0', 'price': '11744', 'talktime': '29', 'operatingsystem': 'symbian', 'frontcamera': '8', 'model': 'lumia2157', 'thickness': '22', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '0', 'price': '30811', 'talktime': '26', 'operatingsystem': 's40', 'frontcamera': '14', 'model': 'N337', 'thickness': '10', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '0', 'price': '22163', 'talktime': '21', 'operatingsystem': 'windows', 'frontcamera': '20', 'model': 'blackberry3641', 'thickness': '13', 'type': 'basic', 'company': 'Nokia', 'GPS': 'no'}
{'rearcamera': '5', 'price': '36657', 'talktime': '24', 'operatingsystem': 'symbian', 'frontcamera': '11', 'model': 'N1706', 'thickness': '16', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '5', 'price': '26145', 'talktime': '22', 'operatingsystem': 'windows', 'frontcamera': '12', 'model': 'N420', 'thickness': '17', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '26030', 'talktime': '18', 'operatingsystem': 's40', 'frontcamera': '0', 'model': 'N3665', 'thickness': '11', 'type': 'smartphone', 'company': 'Nokia', 'GPS': 'no'}
{'rearcamera': '3', 'price': '24671', 'talktime': '19', 'operatingsystem': 's40', 'frontcamera': '3', 'model': 'N3661', 'thickness': '26', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '4', 'price': '34120', 'talktime': '21', 'operatingsystem': 'windows', 'frontcamera': '13', 'model': 'blackberry1480', 'thickness': '16', 'type': 'basic', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '27466', 'talktime': '28', 'operatingsystem': 'bada', 'frontcamera': '18', 'model': 'hero1422', 'thickness': '24', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '2', 'price': '29658', 'talktime': '15', 'operatingsystem': 'symbian', 'frontcamera': '7', 'model': 'lumia4099', 'thickness': '30', 'type': 'basic', 'company': 'Nokia', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '7456', 'talktime': '9', 'operatingsystem': 'symbian', 'frontcamera': '3', 'model': 'hero2866', 'thickness': '23', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '1443', 'talktime': '14', 'operatingsystem': 's40', 'frontcamera': '17', 'model': 'hero3934', 'thickness': '14', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '0', 'price': '14576', 'talktime': '16', 'operatingsystem': 's40', 'frontcamera': '2', 'model': 'hero4179', 'thickness': '30', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '2', 'price': '37055', 'talktime': '6', 'operatingsystem': 'bada', 'frontcamera': '2', 'model': 'N3023', 'thickness': '21', 'type': 'basic', 'company': 'Nokia', 'GPS': 'yes'}
{'rearcamera': '1', 'price': '18668', 'talktime': '22', 'operatingsystem': 'bada', 'frontcamera': '9', 'model': 'hero3636', 'thickness': '25', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '2', 'price': '11815', 'talktime': '22', 'operatingsystem': 'windows', 'frontcamera': '11', 'model': 'blackberry673', 'thickness': '29', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '1', 'price': '1002', 'talktime': '30', 'operatingsystem': 'android', 'frontcamera': '17', 'model': 'hero518', 'thickness': '20', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '4', 'price': '3257', 'talktime': '22', 'operatingsystem': 'windows', 'frontcamera': '10', 'model': 'hero2559', 'thickness': '13', 'type': 'smartphone', 'company': 'Nokia', 'GPS': 'no'}
{'rearcamera': '1', 'price': '35485', 'talktime': '20', 'operatingsystem': 'symbian', 'frontcamera': '6', 'model': 'lumia2052', 'thickness': '24', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'yes'}
