Loudspeaker	GPRS	WLAN	Dimensions	Price group	2G Network	Battery life	Multitouch	Camera	Audio quality	Stand-by	GPU	Java	Type	CPU	SIM	USB	Status	Company	Chipset	Protection	Announced	Video	Sensors	GPS	Secondary	Card slot	EDGE	Talk time	4G Network	jack	Messaging	Display	Browser	Alert types	Weight	Speed	Image	Primary	3G Network	Bluetooth	Colors	Internal	Radio	Music play	OS	Brand	Size	segment
Yes	No	Wi-Fi 802.11 a/b/g/n, dual-band	241.2 x 185.7 x 8.8 mm (9.50 x 7.31 x 0.35 in)	480	CDMA 800 / 1900 	No	Yes	No	No	No	PowerVR SGX543MP2	No	LED-backlit IPS LCD, capacitive touchscreen, 16M colors	Dual-core 1 GHz Cortex-A9	Mini-SIM	Yes, v2.0	Available. Released 2011, March	Apple	Apple A5	Scratch-resistant glass, oleophobic coating	2011, March	Yes, 720p@30fps	Accelerometer, gyro, compass	Yes, with A-GPS support	Yes, VGA	No	No	No	No	Yes	iMessage, Email, Push Email, IM	No	HTML (Safari)	N/A	607 g (1.34 lb)	EV-DO Rev. A, up to 3.1 Mbps	http://cdn2.gsmarena.com/vv/thumb/apple-ipad2-new.jpg	0.7 MP, 960 x 720 pixels	CDMA2000 1xEV-DO 	Yes, v2.1 with A2DP, EDR	Black, White	16/32/64 GB storage, 512 MB RAM	No	No	iOS 4, upgradable to iOS 6.0	iPad 2 CDMA	768 x 1024 pixels, 9.7 inches (~132 ppi pixel density)	high_end
Voice 65dB / Noise 60dB / Ring 66dB	Class 10 (4+1/3+2 slots), 32 - 48 kbps	Wi-Fi 802.11 b/g/n, Wi-Fi hotspot	115.2 x 58.6 x 9.3 mm (4.54 x 2.31 x 0.37 in)	330	GSM 850 / 900 / 1800 / 1900 	No	Yes	Photo	Noise -90.1dB / Crosstalk -89.6dB	300	PowerVR SGX535	No	LED-backlit IPS LCD, capacitive touchscreen, 16M colors	1 GHz Cortex-A8	Micro-SIM	Yes, v2.0	Available. Released 2010, June	Apple	Apple A4	Corning Gorilla Glass, oleophobic coating	2010, June	Yes	Accelerometer, gyro, proximity, compass	Yes, with A-GPS support	Yes, VGA, 480p@30fps, videocalling over Wi-Fi only	No	Class 10, 236.8 kbps	14	No	Yes	iMessage, SMS (threaded view), MMS, Email, Push Email	Contrast ratio: 1242:1 (nominal) / 2.016:1 (sunlight)	HTML (Safari)	Vibration, proprietary ringtones	137 g (4.83 oz)	HSDPA, 7.2 Mbps; HSUPA, 5.76 Mbps	http://cdn2.gsmarena.com/vv/thumb/apple-iphone-4-ofic-final.jpg	5 MP	HSDPA 850 / 900 / 1900 / 2100 	Yes, v2.1 with A2DP	Black, White	8/16/32 GB storage, 512 MB RAM	No	Up to 40 h	iOS 4, upgradable to iOS 6.1.3	iPhone 4	640 x 960 pixels, 3.5 inches (~330 ppi pixel density)	high_end
Yes	No	Wi-Fi 802.11 b/g/n	115.2 x 58.6 x 9.3 mm (4.54 x 2.31 x 0.37 in)	310	CDMA 800 / 1900 	No	Yes	No	No	No	PowerVR SGX535	No	LED-backlit IPS LCD, capacitive touchscreen, 16M colors	1 GHz Cortex-A8	Micro-SIM	Yes, v2.0	Available. Released 2011, February	Apple	Apple A4	Corning Gorilla Glass, oleophobic coating	2011, January	Yes, 720p@30fps	Accelerometer, gyro, proximity, compass	Yes, with A-GPS support	Yes, videocalling over Wi-Fi only	No	No	No	No	Yes	iMessage, SMS (threaded view), MMS, Email, Push Email	No	HTML (Safari)	Vibration, proprietary ringtones	137 g (4.83 oz)	EV-DO Rev. A, up to 3.1 Mbps	http://cdn2.gsmarena.com/vv/thumb/apple-iphone4-cdma.jpg	5 MP, 2592 x 1936 pixels, autofocus, LED flash	CDMA2000 1xEV-DO 	Yes, v2.1 with A2DP	Black, White	16/32 GB storage, 512 MB RAM	No	No	iOS 4.2.5, upgradable to iOS 6.1.3	iPhone 4 CDMA	640 x 960 pixels, 3.5 inches (~330 ppi pixel density)	high_end
Yes	Yes	Wi-Fi 802.11 a/b/g/n, dual-band	242.8 x 189.7 x 13.4 mm (9.56 x 7.47 x 0.53 in)	410	GSM 850 / 900 / 1800 / 1900 	No	Yes	No	No	No	PowerVR SGX535	No	LED-backlit IPS LCD, capacitive touchscreen, 16M colors	1 GHz Cortex-A8	Micro-SIM	Yes, v2.0	Available. Released 2010, March	Apple	Apple A4	Scratch-resistant glass, oleophobic coating	2010, January	No	Accelerometer, compass	Yes, with A-GPS support	No	No	Yes	No	No	Yes	iMessage, Email, Push Email, IM	No	HTML (Safari)	N/A	730 g (1.61 lb)	HSDPA, HSUPA	http://cdn2.gsmarena.com/vv/thumb/apple-ipad-original.jpg	No	HSDPA 850 / 1900 / 2100 	Yes, v2.1 with A2DP, EDR	Silver	16/32/64 GB storage, 256 MB RAM	No	No	iOS 4, upgradable to iOS 5.1.1	iPad Wi-Fi + 3G	768 x 1024 pixels, 9.7 inches (~132 ppi pixel density)	high_end
Yes	No	Wi-Fi 802.11 a/b/g/n, dual-band	242.8 x 189.7 x 13.4 mm (9.56 x 7.47 x 0.53 in)	310	 N/A	No	Yes	No	No	No	PowerVR SGX535	No	LED-backlit IPS LCD, capacitive touchscreen, 16M colors	1 GHz Cortex-A8	No	Yes, v2.0	Discontinued	Apple	Apple A4	Scratch-resistant glass, oleophobic coating	2010, January. Released 2010, March	No	Accelerometer	No	No	No	No	No	No	Yes	iMessage, Email, Push Email, IM	Contrast ratio: 776:1 (nominal)	HTML (Safari)	N/A	680 g (1.50 lb)	No	http://cdn2.gsmarena.com/vv/thumb/apple-ipad-original.jpg	No	No	Yes, v2.1 with A2DP, EDR	Silver	16/32/64 GB storage, 256 MB RAM	No	No	iOS 4, upgradable to iOS 5.1.1	iPad Wi-Fi	768 x 1024 pixels, 9.7 inches (~132 ppi pixel density)	high_end
Voice 69dB / Noise 69dB / Ring 71dB	Yes	Wi-Fi 802.11 b/g	115.5 x 62.1 x 12.3 mm (4.55 x 2.44 x 0.48 in)	270	GSM 850 / 900 / 1800 / 1900 	No	Yes	Photo	Noise -92.1dB / Crosstalk -95.0dB	300	PowerVR SGX535	No	TFT capacitive touchscreen, 16M colors	600 MHz Cortex-A8	Mini-SIM	Yes, v2.0	Available. Released 2009, June	Apple	No	Corning Gorilla Glass, oleophobic coating	2009, June	Yes, VGA@30fps, video geo-tagging	Accelerometer, proximity, compass	Yes, with A-GPS support	No	No	Yes	12	No	Yes	iMessage, SMS (threaded view), MMS, Email	Contrast ratio: 201:1 (nominal)	HTML (Safari)	Vibration, proprietary ringtones	135 g (4.76 oz)	HSDPA, 7.2 Mbps	http://cdn2.gsmarena.com/vv/thumb/apple-iphone-3gs-ofic.jpg	3.15 MP	HSDPA 850 / 1900 / 2100 	Yes, v2.1 with A2DP, headset support only	Black, White 	8/16/32 GB storage, 256 MB RAM	No	Up to 30 h	iOS 3, upgradable to iOS 6.1.3	iPhone 3GS	320 x 480 pixels, 3.5 inches (~165 ppi pixel density)	mid_range
Voice 66dB / Noise 62dB / Ring 71dB	Yes	Wi-Fi 802.11b/g	115.5 x 62.1 x 12.3 mm (4.55 x 2.44 x 0.48 in)	180	GSM 850 / 900 / 1800 / 1900 	No	Yes	No	Noise -89.9dB / Crosstalk -93.1dB	300	PowerVR MBX	No	TFT capacitive touchscreen, 16M colors	412 MHz ARM 11	Mini-SIM	Yes, v2.0	Discontinued	Apple	No	Corning Gorilla Glass, oleophobic coating	2008, June. Released 2008, July	No	Accelerometer, proximity	Yes, with A-GPS support	No	No	Yes	10	No	Yes	SMS (threaded view), MMS(threaded view), Email	No	HTML (Safari)	Vibration, proprietary ringtones	133 g (4.69 oz)	HSDPA	http://cdn2.gsmarena.com/vv/thumb/apple-iphone3g.jpg	2 MP, 1600x1200 pixels	HSDPA 850 / 1900 / 2100 	Yes, v2.0 with A2DP, headset support only	Black(8/16 GB), White (16 GB)	8/16 GB, 128 MB RAM	No	Up to 24 h	iOS, upgradable to iOS 4.2.1	iPhone 3G	320 x 480 pixels, 3.5 inches (~165 ppi pixel density)	mid_range
Yes	Yes	Wi-Fi 802.11b/g	115 x 61 x 11.6 mm (4.53 x 2.40 x 0.46 in)	420	GSM 850 / 900 / 1800 / 1900 	No	Yes	No	No	250	PowerVR MBX	No	TFT capacitive touchscreen, 16M colors	412 MHz ARM 11	Mini-SIM	Yes, v2.0	Discontinued	Apple	No	Corning Gorilla Glass, oleophobic coating	2007, January. Released 2007, June	No	Accelerometer, proximity	No	No	No	Yes	8	No	Yes	SMS (threaded view), Email	No	HTML (Safari)	Vibration, proprietary ringtones	135 g (4.76 oz)	No	http://cdn2.gsmarena.com/vv/thumb/apple-iphone.gif	2 MP, 1600x1200 pixels	No	Yes, v2.0, headset support only	Black	4/8/16 GB	No	Up to 24 h	iOS, upgradable to iOS 3.1.3	iPhone	320 x 480 pixels, 3.5 inches (~165 ppi pixel density)	high_end
Yes	Up to 85.6 kbps	Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, Wi-Fi hotspot	128.7 x 65 x 9.7 mm (5.07 x 2.56 x 0.38 in)	300	GSM 850 / 900 / 1800 / 1900 - C2104, C2105	No	Yes, up to 4 fingers	No	No	498	Adreno 305	Yes, via Java MIDP emulator	TFT capacitive touchscreen, 16M colors	Dual-core 1 GHz	Yes	Yes, microUSB v2.0	Coming soon. Exp. release 2013, May	Sony	Qualcomm MSM8230 Snapdragon	Scratch-resistant glass	2013, March	Yes, 720p@30fps, video stabilization, HDR	Accelerometer, proximity, compass	Yes, with A-GPS support	Yes, VGA	microSD, up to 32 GB	Up to 237 kbps	8	No	Yes	SMS(threaded view), MMS, Email, Push Email, IM	No	HTML5	Vibration; MP3 ringtones	137 g (4.83 oz)	HSDPA, 21 Mbps; HSUPA, 5.76 Mbps	http://cdn2.gsmarena.com/vv/thumb/sony-xperia-l-new.jpg	8 MP, 3264 x 2448 pixels, autofocus, LED flash	HSDPA 900 / 2100 - C2105	Yes, v4.0 with A2DP	Black, White, Red	8 GB (5.8 GB user available), 1 GB RAM	Stereo FM radio with RDS	Up to 43 h 12 min	Android OS, v4.1 (Jelly Bean)	Xperia L	480 x 854 pixels, 4.3 inches (~228 ppi pixel density)	high_end
Yes	Up to 86 kbps	Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, Wi-Fi hotspot	130.6 x 67.1 x 10 mm (5.14 x 2.64 x 0.39 in)	350	GSM 850 / 900 / 1800 / 1900 - all versions	No	Yes, up to 10 fingers	Photo	No	635	Adreno 320	Yes, via Java MIDP emulator	TFT capacitive touchscreen, 16M colors	Dual-core 1.7 GHz Krait	Micro-SIM	Yes, microUSB v2.0 (MHL)	Available. Released 2013, April	Sony	Qualcomm MSM8960T Snapdragon	Corning Gorilla Glass	2013, March	Yes	Accelerometer, gyro, proximity	Yes, with A-GPS support and GLONASS	Yes, VGA	microSD, up to 32 GB	Up to 237 kbps	10	LTE 800 / 850 / 900 / 1800 / 2100 / 2600 - C5303	Yes	SMS(threaded view), MMS, Email, Push Email, IM	No	HTML5	Vibration; MP3 ringtones	155 g (5.47 oz)	HSDPA, 42 Mbps; HSUPA, 5.8 Mbps; LTE, Cat3, 50 Mbps UL, 100 Mbps DL	http://cdn2.gsmarena.com/vv/thumb/sony-xperia_sp.jpg	8 MP	HSDPA 850 / 900 / 2100 - C5303	Yes, v4.0 with A2DP	Black, White, Red	8 GB (5.8 GB user available), 1 GB RAM	Stereo FM radio with RDS	Up to 39 h	Android OS, v4.1 (Jelly Bean)	Xperia SP	720 x 1280 pixels, 4.6 inches (~319 ppi pixel density)	high_end
Yes, with stereo speakers	Up to 107 kbps	Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, Wi-Fi hotspot	266 x 172 x 6.9 mm (10.47 x 6.77 x 0.27 in)	710	GSM 850 / 900 / 1800 / 1900 	No	Yes, up to 10 fingers	No	No	1230	Adreno 320	Yes, via Java MIDP emulator	LED-backlit LCD, capacitive touchscreen, 16M colors	Quad-core 1.5 GHz Krait	Micro-SIM	Yes, microUSB v2.0 (MHL)	Coming soon. Exp. release 2013, May	Sony	Qualcomm Snapdragon APQ8064	Shatter proof and scratch-resistant glass	2013, February	Yes, 1080p@30fps, HDR	Accelerometer, gyro, compass	Yes, with A-GPS support and GLONASS	Yes, 2.2 MP, 1080p@30fps	microSD, up to 64 GB	Up to 296 kbps	10	No	Yes	SMS, MMS, Email, Push Mail, IM, RSS	No	HTML5	N\A	495 g (1.09 lb)	HSDPA, 42 Mbps; HSUPA, 5.8 Mbps; LTE, Cat3, 50 Mbps UL, 100 Mbps DL	http://cdn2.gsmarena.com/vv/thumb/sony-xperia-tablet-z-new.jpg	8.1 MP, 3264x2448 pixels, autofocus	HSDPA 850 / 900 / 2100 	Yes, v4.0 with A2DP	Black, White	16 GB, 2 GB RAM	Stereo FM radio with RDS	Up to 110 h	Android OS, v4.1.2 (Jelly Bean), planned upgrade to v4.2 (Jelly Bean)	Xperia Tablet Z LTE	1200 x 1920 pixels, 10.1 inches (~224 ppi pixel density)	high_end
Yes, with stereo speakers	No	Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, Wi-Fi hotspot	266 x 172 x 6.9 mm (10.47 x 6.77 x 0.27 in)	470	 N/A	No	Yes, up to 10 fingers	No	No	890	Adreno 320	Yes, via Java MIDP emulator	LED-backlit LCD, capacitive touchscreen, 16M colors	Quad-core 1.5 GHz Krait	No	Yes, microUSB v2.0 (MHL)	Coming soon. Exp. release 2013, May	Sony	Qualcomm Snapdragon APQ8064	Shatter proof and scratch-resistant glass	2013, February	Yes, 1080p@30fps, HDR	Accelerometer, gyro, compass	Yes, with A-GPS support and GLONASS (market dependant)	Yes, 2.2 MP, 1080p@30fps	microSD, up to 64 GB	No	10	No	Yes	Email, Push Mail, IM, RSS	No	HTML5	N\A	495 g (1.09 lb)	No	http://cdn2.gsmarena.com/vv/thumb/sony-xperia-tablet-z-new.jpg	8.1 MP, 3264x2448 pixels, autofocus	No	Yes, v4.0 with A2DP	Black, White	16/32 GB, 2 GB RAM	Stereo FM radio with RDS	Up to 110 h	Android OS, v4.1.2 (Jelly Bean), planned upgrade to v4.2 (Jelly Bean)	Xperia Tablet Z Wi-Fi	1200 x 1920 pixels, 10.1 inches (~224 ppi pixel density)	high_end
Voice 60dB / Noise 58dB / Ring 61dB	Up to 107 kbps	Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, DLNA, Wi-Fi hotspot	139 x 71 x 7.9 mm (5.47 x 2.80 x 0.31 in)	460	GSM 850 / 900 / 1800 / 1900 - C6602, C6603	No	Yes, up to 10 fingers	Photo	Noise -81.9dB / Crosstalk -81.3dB	550	Adreno 320	Yes, via Java MIDP emulator	TFT capacitive touchscreen, 16M colors	Quad-core 1.5 GHz Krait	Micro-SIM	Yes, microUSB v2.0 (MHL)	Available. Released 2013, February	Sony	Qualcomm MDM9215M / APQ8064	Shatter proof and scratch-resistant glass	2013, January	Yes	Accelerometer, gyro, proximity, compass	Yes, with A-GPS support and GLONASS	Yes, 2.2 MP, 1080p@30fps	microSD, up to 64 GB	Up to 296 kbps	11	LTE 800 / 850 / 900 / 1800 / 2100 / 2600 - C6603	Yes	SMS (threaded view), MMS, Email, IM, Push Email	Contrast ratio: 705:1 (nominal) / 2.462:1 (sunlight)	HTML5	Vibration; MP3 ringtones	146 g (5.15 oz)	HSDPA, 42 Mbps; HSUPA, 5.8 Mbps; LTE, Cat3, 50 Mbps UL, 100 Mbps DL	http://cdn2.gsmarena.com/vv/thumb/sony-xperia-z.jpg	13.1 MP	HSDPA 850 / 900 / 2100 - C6603	Yes, v4.0 with A2DP	Black, White, Purple	16 GB, 2 GB RAM	Stereo FM radio with RDS	Up to 40 h	Android OS, v4.1.2 (Jelly Bean), planned upgrade to v4.2 (Jelly Bean)	Xperia Z	1080 x 1920 pixels, 5.0 inches (~441 ppi pixel density)	high_end
Yes	Up to 70.4 kbps	Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, Wi-Fi hotspot	131.6 x 69.3 x 9.8 mm (5.18 x 2.73 x 0.39 in)	440	GSM 850 / 900 / 1800 / 1900  - C6502, C6503, C6506	No	Yes, up to 10 fingers	Photo	No	500	Adreno 320	Yes, via Java MIDP emulator	TFT capacitive touchscreen, 16M colors	Quad-core 1.5 GHz Krait	Micro-SIM	Yes, microUSB v2.0 (MHL)	Available. Released 2013, March	Sony	Qualcomm MDM9215M / APQ8064	Shatter proof and scratch-resistant glass	2013, January	Yes	Accelerometer, gyro, proximity, compass, barometer (C6502 only)	Yes, with A-GPS support and GLONASS	Yes, 2 MP, 1080p@30fps	microSD, up to 64 GB	Up to 236.8 kbps	10	LTE 700 / 850 / 1700 / 1900 / 2100  - C6506	Yes	SMS (threaded view), MMS, Email, IM, Push Email	No	HTML5	Vibration; MP3 ringtones	151 g (5.33 oz)	HSDPA, 42 Mbps; HSUPA, 5.76 Mbps; LTE, Cat3, 50 Mbps UL, 100 Mbps DL	http://cdn2.gsmarena.com/vv/thumb/sony-xperia-zl.jpg	13 MP	HSDPA 850 / 900 / 1700 / 1900 / 2100  - C6502, C6506	Yes, v4.0 with A2DP	Black, White, Red	16 GB, 2 GB RAM	Stereo FM radio with RDS	Up to 40 h	Android OS, v4.1.2 (Jelly Bean), planned upgrade to v4.2 (Jelly Bean)	Xperia ZL	1080 x 1920 pixels, 5.0 inches (~441 ppi pixel density)	high_end
Voice 66dB / Noise 64dB / Ring 75dB	Up to 86 kbps	Wi-Fi 802.11 b/g/n, DLNA, Wi-Fi hotspot	113.5 x 61.8 x 11 mm (4.47 x 2.43 x 0.43 in)	170	GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2	Endurance rating 30h	Yes, up to 2 fingers	Photo	Noise -73.6dB / Crosstalk -80.3dB	530	Adreno 200	Yes, via Java MIDP emulator	TFT capacitive touchscreen, 256K colors	1 GHz Cortex-A5	Dual SIM (Mini-SIM)	Yes, microUSB v2.0	Available. Released 2013, January	Sony	Qualcomm MSM7227A Snapdragon	Scratch-resistant glass	2012, December	Yes, VGA	Accelerometer, proximity	Yes, with A-GPS support	No	microSD, up to 32 GB	Up to 237 kbps	6	No	Yes	SMS (threaded view), MMS, Email, IM, Push Email	Contrast ratio: 870:1 (nominal) / 1.203:1 (sunlight)	HTML5	Vibration; MP3 ringtones	115.7 g (4.06 oz)	HSDPA, 7.2 Mbps; HSUPA, 5.76 Mbps	http://cdn2.gsmarena.com/vv/thumb/sony-xperia-e-dual.jpg	3.15 MP	HSDPA 900 / 2100 - C1605	Yes, v2.1, EDR	Black, Gold	4 GB (2 GB user available), 512 MB RAM	Stereo FM radio with RDS	No	Android OS, v4.0.4 (Ice Cream Sandwich)	Xperia E dual	320 x 480 pixels, 3.5 inches (~165 ppi pixel density)	mid_range
Yes	Up to 86 kbps	Wi-Fi 802.11 b/g/n, DLNA, Wi-Fi hotspot	113.5 x 61.8 x 11 mm (4.47 x 2.43 x 0.43 in)	160	GSM 850 / 900 / 1800 / 1900 	No	Yes, up to 2 fingers	Photo	No	530	Adreno 200	Yes, via Java MIDP emulator	TFT capacitive touchscreen, 256K colors	1 GHz Cortex-A5	Mini-SIM	Yes, microUSB v2.0	Available. Released 2013, March	Sony	Qualcomm MSM7227A Snapdragon	Scratch-resistant glass	2012, December	Yes, VGA@30fps	Accelerometer, proximity	Yes, with A-GPS support	No	microSD, up to 32 GB	Up to 237 kbps	6	No	Yes	SMS (threaded view), MMS, Email, IM, Push Email	No	HTML5	Vibration; MP3 ringtones	115.7 g (4.06 oz)	HSDPA, 7.2 Mbps; HSUPA, 5.76 Mbps	http://cdn2.gsmarena.com/vv/thumb/sony-xperia-e.jpg	3.15 MP	HSDPA 900 / 2100 - C1505	Yes, v2.1, EDR	Black, Pink, White	4 GB (2 GB user available), 512 MB RAM	Stereo FM radio with RDS	No	Android OS, v4.1 (Jelly Bean)	Xperia E	320 x 480 pixels, 3.5 inches (~165 ppi pixel density)	mid_range
Yes	Up to 70.4 kbps	Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, Wi-Fi hotspot	129.4 x 67.3 x 9.4 mm (5.09 x 2.65 x 0.37 in)	350	GSM 850 / 900 / 1800 / 1900 	No	Yes, up to 4 fingers	No	No	450	Adreno 225	Yes, via Java MIDP emulator	TFT capacitive touchscreen, 16M colors	Dual-core 1.5 GHz Krait	Micro-SIM	Yes, microUSB v2.0 (MHL)	Available. Released 2012, November	Sony	Qualcomm MSM8960 Snapdragon	Shatter proof and scratch-resistant glass	2012, October	Yes, 1080p@30fps, video stabilization	Accelerometer, gyro, proximity, compass	Yes, with A-GPS support and GLONASS	Yes, 1.3 MP, 720p@30fps	microSD, up to 32 GB	Up to 236.8 kbps	7	LTE 700 MHz Class 17 / 1700 / 2100 - LT30at	Yes	SMS (threaded view), MMS, Email, IM, Push Email	No	HTML5	Vibration; MP3 ringtones	148 g (5.22 oz)	HSDPA, 42.2 Mbps, HSUPA, 5.76 Mbps; LTE, Cat3, 50 Mbps UL, 100 Mbps DL	http://cdn2.gsmarena.com/vv/thumb/sony-xperia-tl.jpg	13 MP, 4128x3096 pixels, autofocus, LED flash	HSDPA 850 / 1900 / 2100 - LT30at	Yes, v3.1 with A2DP	Black, White, Silver	16 GB, 1 GB RAM	Stereo FM radio with RDS	Up to 16 h	Android OS, v4.0.4 (Ice Cream Sandwich)	Xperia T LTE	720 x 1280 pixels, 4.55 inches (~323 ppi pixel density)	high_end
Yes, with stereo speakers	Yes	Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi hotspot	239.8 x 174.4 x 8.8 mm (9.44 x 6.87 x 0.35 in)	390	GSM 850 / 900 / 1800 / 1900 	No	Yes	No	No	No	ULP GeForce	Yes, via Java MIDP emulator	LED-backlit LCD, capacitive touchscreen, 16M colors	Quad-core 1.3 GHz Cortex-A9	Mini-SIM	Yes, v2.0	Available. Released 2012, October	Sony	Nvidia Tegra 3	Oleophobic coating	2012, August	Yes, 1080p@30fps	Accelerometer, gyro, compass	Yes, with A-GPS support	Yes, 1 MP, 720p video	SD, up to 32 GB	Yes	12	No	Yes	Email, Push Mail, IM, RSS	No	HTML	N\A	585 g (1.29 lb)	HSDPA, HSUPA	http://cdn2.gsmarena.com/vv/thumb/sony-xperia-tablet-s-ofic.jpg	8 MP, 3264x2448 pixels, autofocus	 HSDPA	Yes, v3.0 with A2DP	Black/Silver	16/32/64 GB storage, 1 GB RAM	No	No	Android OS, v4.0.3 (Ice Cream Sandwich), upgradable to v4.1 (Jelly Bean)	Xperia Tablet S 3G	800 x 1280 pixels, 9.4 inches (~161 ppi pixel density)	high_end
Yes, with stereo speakers	No	Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi hotspot	239.8 x 174.4 x 8.8 mm (9.44 x 6.87 x 0.35 in)	310	 N/A	No	Yes	Photo	No	No	ULP GeForce	Yes, via Java MIDP emulator	LED-backlit LCD, capacitive touchscreen, 16M colors	Quad-core 1.3 GHz Cortex-A9	No	Yes, v2.0	Available. Released 2012, September	Sony	Nvidia Tegra 3	Oleophobic coating	2012, August	Yes	Accelerometer, gyro, compass	Yes	Yes, 1 MP, 720p video	SD, up to 32 GB	No	12	No	Yes	Email, Push Mail, IM, RSS	No	HTML	N\A	570 g (1.26 lb)	No	http://cdn2.gsmarena.com/vv/thumb/sony-xperia-tablet-s-ofic.jpg	8 MP	No	Yes, v3.0 with A2DP	Black/Silver	16/32/64 GB storage, 1 GB RAM	No	No	Android OS, v4.0.3 (Ice Cream Sandwich), upgradable to v4.1 (Jelly Bean)	Xperia Tablet S	800 x 1280 pixels, 9.4 inches (~161 ppi pixel density)	high_end
Voice 65dB / Noise 61dB / Ring 66dB	Yes	Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, Wi-Fi hotspot	129 x 65 x 10.7 mm (5.08 x 2.56 x 0.42 in)	260	GSM 850 / 900 / 1800 / 1900 	No	Yes, up to 10 fingers	Photo	Noise -81.6dB / Crosstalk -81.9dB	300	Adreno 225	Yes, via Java MIDP emulator	TFT capacitive touchscreen, 16M colors	Dual-core 1.5 GHz Krait	Micro-SIM	Yes, microUSB v2.0 (MHL)	Available. Released 2012, December	Sony	Qualcomm MSM8960 Snapdragon	Scratch-resistant glass	2012, August	Yes	Accelerometer, gyro, proximity, compass	Yes, with A-GPS support and GLONASS	Yes, VGA	microSD, up to 32 GB	Up to 237 kbps	7	LTE 800 / 850 / 1800 / 2100 / 2600 	Yes	SMS (threaded view), MMS, Email, IM, Push Email	Contrast ratio: 1.792:1 (sunlight)	HTML5	Vibration; MP3 ringtones	120 g (4.23 oz)	HSPA+ (DL 42 Mbps/ UL 5.8 Mbps); LTE Cat3, (DL 100 Mbps/ UL 50 Mbps)	http://cdn2.gsmarena.com/vv/thumb/sony-xperia-v.jpg	13 MP	HSDPA 850 / 900 / 2100 	Yes, v4.0 with A2DP	Black, White, Pink	8 GB, 1 GB RAM	Stereo FM radio with RDS	Up to 18 h	Android OS, v4.0.4 (Ice Cream Sandwich), upgradable to v4.1.2 (Jelly Bean)	Xperia V	720 x 1280 pixels, 4.3 inches (~342 ppi pixel density)	mid_range
Voice 66dB / Noise 61dB / Ring 72dB	Up to 86 kbps	Wi-Fi 802.11 b/g/n, DLNA, Wi-Fi hotspot	124.3 x 61.2 x 9.2 mm (4.89 x 2.41 x 0.36 in)	170	GSM 850 / 900 / 1800 / 1900 	Endurance rating 50h	Yes, up to 2 fingers	Photo	Noise -80.8dB / Crosstalk -80.8dB	607	Adreno 200	Yes, via Java MIDP emulator	TFT capacitive touchscreen, 16M colors	1 GHz Cortex-A5	Mini-SIM	Yes, microUSB v2.0	Available. Released 2012, October	Sony	Qualcomm MSM7227A Snapdragon	Corning Gorilla Glass	2012, August	Yes, VGA	Accelerometer, proximity, compass	Yes, with A-GPS support	Yes, VGA	microSD, up to 32 GB	Up to 237 kbps	5	No	Yes	SMS (threaded view), MMS, Email, IM, Push Email	Contrast ratio: 1359:1 (nominal) / 1.932:1 (sunlight)	HTML5, Adobe Flash	Vibration; MP3 ringtones	124 g (4.37 oz)	HSDPA, 7.2 Mbps; HSUPA, 5.76 Mbps	http://cdn2.gsmarena.com/vv/thumb/sony-xperia-j.jpg	5 MP	HSDPA 900 / 2100 - ST26i	Yes, v2.1 with A2DP, EDR	Black, White, Gold, Pink	4 GB (2 GB user available), 512 MB RAM	Stereo FM radio with RDS	No	Android OS, v4.0.4 (Ice Cream Sandwich), upgradable to v4.1.2 (Jelly Bean)	Xperia J	480 x 854 pixels, 4.0 inches (~245 ppi pixel density)	mid_range
